시도,시군구,어린이집유형,어린이집명,전화번호,주소,latitude,longitude
대구광역시,북구,국공립,예미지행복어린이집,053-981-0202,"대구광역시 북구 연경중앙로 11 (연경동,연경 금성백조예미지숲속의아침)",35.9456786,128.6183095
대구광역시,북구,국공립,우방아이숲어린이집,053-981-8822,"대구광역시 북구 연경중앙로11길 33 (연경동, 우방아이유쉘)",35.9460989,128.6158261
대구광역시,북구,국공립,조야어린이집,053-951-2857,대구광역시 북구 고촌길 15-6,35.9112362,128.5904165
대구광역시,북구,사회복지법인,무태어린이집,053-951-2700,대구광역시 북구 서변로3길 79-8,35.9239172,128.5957402
대구광역시,북구,사회복지법인,새동변어린이집,053-951-0070,대구광역시 북구 동변로18길 25 새동변어린이집 (동변동),35.910529999999994,128.640545
대구광역시,북구,민간,누리마루어린이집,053-951-1598,대구광역시 북구 서변로3길 57-19,35.9219113,128.5949609
대구광역시,북구,민간,들꽃어린이집,053-955-5464,"대구광역시 북구 동변로 24 218동(동변동, 유니버시아드선수촌)",35.910729999999994,128.640745
대구광역시,북구,민간,서변어린이집,053-951-2220,대구광역시 북구 호국로57길 20 서변청아람 내 (서변동),35.91083,128.640845
대구광역시,북구,민간,초록숲어린이집,053-955-9010,대구광역시 북구 동변로 55 (동변동),35.921143,128.6020903
대구광역시,북구,민간,튼튼한어린이집,053-958-0071,대구광역시 북구 동변로20길 30-1,35.9215204,128.6032764
대구광역시,북구,가정,i정원어린이집,053-323-2134,"대구광역시 북구 연경중앙로 11 103동 103호 (연경동, 연경금성백조예미지 숲속의 아침)",35.91113,128.64114500000002
대구광역시,북구,가정,연경하이어린이집,053-216-2727,"대구광역시 북구 동화천로 220 103동 102호(연경동, 대광로제비앙)",35.911229999999996,128.64124500000003
대구광역시,북구,가정,우리뜰어린이집,053-242-0201,대구광역시 북구 서변로 26 월드메르디앙아파트 단지 내 (서변동),35.91133,128.641345
대구광역시,북구,가정,우주어린이집,053-944-1155,대구광역시 북구 서변로 50 화성리버파크2차아파트 관리동 (서변동),35.911429999999996,128.641445
대구광역시,북구,민간,요나어린이집,053-955-0265,대구광역시 북구 경대로23길 80-7 대구광역시 북구 경대로23길 80-7,35.91153,128.641545
대구광역시,북구,국공립,복현이편한세상어린이집,053-743-0113,대구광역시 북구 동북로 247 e편한세상복현아파트 단지내,35.911629999999995,128.641645
대구광역시,북구,국공립,복현자이어린이집,053-939-0365,대구광역시 북구 공항로 16,35.8977537,128.6160019
대구광역시,북구,국공립,아이파크어린이집,053-939-3009,대구광역시 북구 동북로 241 복현아이파크아파트,35.911829999999995,128.64184500000002
대구광역시,북구,민간,명문세가어린이집,053-383-8380,"대구광역시 북구 복현로 50 (복현동 , 명문세가 단지내)",35.8941688,128.624271
대구광역시,북구,민간,복현푸르지오어린이집,053-939-5339,"대구광역시 북구 동북로 345 (복현동, 복현푸르지오아파트단지내)",35.8989777,128.6115963
대구광역시,북구,민간,세계제일어린이집,053-383-1120,대구광역시 북구 복현로20길 73-1,35.8996649,128.6219992
대구광역시,북구,민간,예쁜-i어린이집,053-957-7872,대구광역시 북구 동북로57길 9-5,35.89397,128.6226419
대구광역시,북구,민간,칼라풀어린이집,053-943-4071,대구광역시 북구 복현로2길 34 (복현동),35.8927122,128.6234181
대구광역시,북구,가정,꼬마정원어린이집,053-383-0717,"대구광역시 북구 복현로 173 102동 105호(복현동, 복현화성)",35.91242999999999,128.642445
대구광역시,북구,가정,블루밍어린이집,053-939-0904,대구광역시 북구 복현로 71 복현블루밍브라운스톤명문세가101-102 (복현동),35.91253,128.642545
대구광역시,북구,가정,아너스어린이집,053-384-7219,"대구광역시 북구 복현로 105 101동 105호(복현동, 태왕아너스복현아파트)",35.91263,128.64264500000002
대구광역시,북구,가정,아이숲어린이집,053-955-2367,"대구광역시 북구 검단로 34 105동 102호(복현동, 청구아파트)",35.912729999999996,128.64274500000002
대구광역시,북구,국공립,꿈동산어린이집,053-381-9196,대구광역시 북구 연암로 183 (산격동),35.8935067,128.5940895
대구광역시,북구,국공립,아기둥지어린이집,053-383-8618,대구광역시 북구 동북로서37길 10 (산격동),35.8997231,128.6120276
대구광역시,북구,사회복지법인,나래영재어린이집,053-384-6565,대구광역시 북구 대불서길 18-6 나래영재어린이집 (산격동),35.91303,128.643045
대구광역시,북구,사회복지법인,한나어린이집,053-381-6420,대구광역시 북구 대불서길 5 (산격동),35.9041312,128.6124558
대구광역시,북구,가정,진수정어린이집,053-382-1183,대구광역시 북구 동북로 163 산격대우아파트 113동 1층(관리동),35.91323,128.643245
대구광역시,북구,민간,개나리어린이집,053-958-3526,대구광역시 북구 대학로13길 58-1,35.8926961,128.6076829
대구광역시,북구,민간,성모어린이집,053-955-5062,대구광역시 북구 대동로3길 5 (산격동),35.8983653,128.608699
대구광역시,북구,직장,경북대학교어린이집,053-950-5983,대구광역시 북구 대학로 80 206동(산격동),35.913529999999994,128.64354500000002
대구광역시,북구,국공립,연암동산어린이집,053-710-0064,"대구광역시 북구 연암로 40 시청별관, 110동",35.91363,128.64364500000002
대구광역시,북구,사회복지법인,영지어린이집,053-952-6533,대구광역시 북구 산격로서9길 6-1,35.8950812,128.6012221
대구광역시,북구,가정,연암어린이집,053-939-8436,대구광역시 북구 동북로26길 25-1 (산격동),35.9012202,128.6071336
대구광역시,북구,국공립,구수산숲어린이집,053-267-0678,"대구광역시 북구 구암로21길 37 (읍내동,화성파크드림구수산공원 아파트내)",35.9349682,128.5526082
대구광역시,북구,국공립,해링턴어린이집,053-215-2300,대구광역시 북구 관음로 295 학정역 효성해링턴 플레이스,35.91403,128.644045
대구광역시,북구,사회복지법인,사랑어린이집,053-325-8011,대구광역시 북구 칠곡중앙대로126길 3 (읍내동),35.9510523,128.5539389
대구광역시,북구,사회복지법인,한마음어린이집,053-322-9922,대구광역시 북구 대천로9길 11-17,35.9388713,128.5538568
대구광역시,북구,민간,새솔어린이집,053-325-1477,대구광역시 북구 동암로7길 39 (읍내동),35.9500514,128.5564582
대구광역시,북구,민간,움사랑생태어린이집,053-322-7900,대구광역시 북구 칠곡중앙대로86길 17-1,35.9333242,128.5510696
대구광역시,북구,민간,정원어린이집,053-313-6565,대구광역시 북구 칠곡중앙대로126길 21-24,35.9490177,128.5549685
대구광역시,북구,민간,프라임어린이집,053-313-2060,대구광역시 북구 칠곡중앙대로125길 7 SD프라임강북아파트 단지내,35.914629999999995,128.64464500000003
대구광역시,북구,민간,하늘숲어린이집,053-314-5959,대구광역시 북구 칠곡중앙대로 598 칠곡E-편한세상 110동 (읍내동),35.91473,128.644745
대구광역시,북구,가정,글로리아어린이집,053-324-3134,"대구광역시 북구 팔거천서로 181 104동 103호(읍내동, 럭키칠곡아파트)",35.914829999999995,128.644845
대구광역시,북구,가정,큰별어린이집,053-321-9006,대구광역시 북구 관음중앙로33길 3-9,35.9461032,128.5493328
대구광역시,북구,국공립,리틀한솔어린이집,053-341-0210,"대구광역시 북구 호암로 40 102동 103호(칠성동2가,삼성아파트)",35.915029999999994,128.645045
대구광역시,북구,사회복지법인,동광어린이집,053-425-3190,대구광역시 북구 칠성로19길 38 (칠성동2가),35.8795798,128.5994873
대구광역시,북구,사회복지법인,동광장애아어린이집,053-425-3192,대구광역시 북구 칠성로19길 38 (칠성동2가),35.8795798,128.5994873
대구광역시,북구,민간,그린아이어린이집,053-352-5222,"대구광역시 북구 침산로 100 (칠성동2가,오페라삼정그린코아더베스트)",35.9018822,128.5887348
대구광역시,북구,민간,예지어린이집,053-358-0577,"대구광역시 북구 칠성남로 101 (칠성동2가, 대구역서희스타힐스아파트)",35.8799714,128.5841175
대구광역시,북구,민간,오페라하늘채어린이집,053-253-0713,"대구광역시 북구 칠성동2가 중앙대로 540 (칠성동2가, 오페라코오롱하늘채 201동내)",35.8792786,128.5956326
대구광역시,북구,민간,푸르지오어린이집,053-354-1113,대구광역시 북구 침산로21길 23 침산1차 푸르지오 아파트 105동 보육시설 (칠성동2가),35.91562999999999,128.645645
대구광역시,북구,가정,EA영재어린이집,053-353-9997,대구광역시 북구 칠성동2가 칠성남로 101 101동 102호(칠성휴먼시아아파트),35.915729999999996,128.645745
대구광역시,북구,가정,래미안슐레어린이집,053-354-0900,"대구광역시 북구 호암로 40 107동 104호(칠성동2가, 삼성아파트)",35.91583,128.645845
대구광역시,북구,가정,사랑애어린이집,053-325-7942,"대구광역시 북구 칠성동2가 호암로 20 103동 102호 (칠성동, 성광우방아파트)",35.915929999999996,128.645945
대구광역시,북구,가정,삼성어린이집,053-354-7909,"대구광역시 북구 칠성남로 101 113동 102호(칠성동, 서희스타힐스)",35.91603,128.64604500000002
대구광역시,북구,가정,아이키즈어린이집,053-359-3595,대구광역시 북구 칠성남로 101 대구역 서희스타힐스 109동 101호,35.916129999999995,128.64614500000002
대구광역시,북구,직장,낙동강물사랑어린이집,053-668-1214,대구광역시 북구 중앙대로 500 한국수자원공사 낙동강유역본부 2층,35.91623,128.64624500000002
대구광역시,북구,민간,i숲담은어린이집,053-341-4848,대구광역시 북구 침산남로9길 41-32,35.891882,128.5822381
대구광역시,북구,민간,브레인아이어린이집,053-351-2599,대구광역시 북구 침산남로39길 12 (침산동),35.8877037,128.5971644
대구광역시,북구,민간,우정어린이집,053-352-7941,대구광역시 북구 중앙대로 617-27,35.8792786,128.5956326
대구광역시,북구,민간,침산화성파크드림어린이집,053-357-0077,"대구광역시 북구 성북로 70 (침산동, 침산화성파크드림아파트)",35.8919407,128.5901534
대구광역시,북구,민간,트루엘어린이집,053-216-8500,"대구광역시 북구 침산남로 215 (침산동, 강변일성트루엘아파트단지내)",35.8884902,128.5770873
대구광역시,북구,민간,하늘채어린이집,053-352-5323,대구광역시 북구 중앙대로 591 코오롱하늘채아파트 내 (침산동),35.91683,128.646845
대구광역시,북구,가정,꿈사랑어린이집,053-357-1232,"대구광역시 북구 침산남로 160 101동 102호(침산동, 롯데캐슬오페라아파트)",35.916929999999994,128.64694500000002
대구광역시,북구,가정,하늘채사랑어린이집,053-352-5445,"대구광역시 북구 중앙대로 591 205/103(침산동,코오롱하늘채)",35.91703,128.64704500000002
대구광역시,북구,민간,시온어린이집,053-352-0114,대구광역시 북구 침산로21길 24 동아무지개 아파트 단지 내 (침산동),35.91712999999999,128.64714500000002
대구광역시,북구,민간,아가랑어린이집,053-357-7277,대구광역시 북구 성북로9길 13 (침산동),35.8926614,128.5879722
대구광역시,북구,민간,예전어린이집,053-358-7485,대구광역시 북구 침산로21길 10 (침산동),35.8861416,128.588305
대구광역시,북구,가정,리틀동아어린이집,053-214-0215,"대구광역시 북구 침산로21길 24 101동 103호(침산동, 동아무지개아파트)",35.917429999999996,128.647445
대구광역시,북구,가정,신나는어린이집,053-353-5223,"대구광역시 북구 침산로21길 10 201동 104호(침산동, 대한동아무지개아파트2차)",35.91753,128.647545
대구광역시,북구,가정,아이사랑어린이집,053-354-9197,"대구광역시 북구 침산남로19길 9 101동 108호(침산동, 청구1차아파트)",35.917629999999996,128.647645
대구광역시,북구,가정,예쁜꿈어린이집,053-257-0040,"대구광역시 북구 침산로21길 10 208동 101호(침산동, 동아무지개아파트)",35.91773,128.64774500000001
대구광역시,북구,직장,북구청직장어린이집,053-267-7600,대구광역시 북구 옥산로 69-14,35.8873214,128.5774193
대구광역시,북구,국공립,프로그레스어린이집,053-267-1365,대구광역시 북구 태전로7길 34 프로그레스어린이집,35.91793,128.64794500000002
대구광역시,북구,사회복지법인,아람어린이집,053-311-4463,대구광역시 북구 태전로1길 3,35.9201318,128.5439228
대구광역시,북구,법인.단체등,태현어린이집,053-311-9020,대구광역시 북구 태전로13길 46-2,35.9183501,128.54203
대구광역시,북구,민간,무지개어린이집,053-322-6356,대구광역시 북구 칠곡중앙대로77길 28,35.9307491,128.5461451
대구광역시,북구,가정,꿈초롱어린이집,053-314-7311,"대구광역시 북구 영송로 63 102동 106호(태전동, 칠곡관음타운)",35.91833,128.648345
대구광역시,북구,가정,캐스빌 숲 어린이집,053-314-0020,"대구광역시 북구 칠곡중앙대로51길 50 ,110동(태전동, 강북이진캐스빌)",35.9168611,128.5451007
대구광역시,북구,가정,한일어린이집,053-311-2177,"대구광역시 북구 칠곡중앙대로53길 32 (태전동, 한일아파트)",35.9184451,128.54458
대구광역시,북구,국공립,부광어린이집,053-313-7998,대구광역시 북구 칠곡중앙대로52길 38 대구부광교회 내 1층,35.91862999999999,128.64864500000002
대구광역시,북구,국공립,태전휴먼시아어린이집,053-314-7655,대구광역시 북구 매전로 73 태전휴먼시아어린이집내 (태전동),35.91873,128.64874500000002
대구광역시,북구,국공립,휴포레강북어린이집,053-311-2588,대구광역시 북구 태암남로 60 협성휴포레강북아파트 단지 내,35.91883,128.64884500000002
대구광역시,북구,사회복지법인,하나어린이집,053-311-5501,대구광역시 북구 칠곡중앙대로43길 33 (태전동),35.9152253,128.5464044
대구광역시,북구,민간,숲속나라어린이집,053-326-9119,대구광역시 북구 학정로 82-52,35.9492609,128.5647995
대구광역시,북구,민간,엘리트어린이집,053-322-4029,대구광역시 북구 칠곡중앙대로43길 13 (태전동),35.9149992,128.546856
대구광역시,북구,가정,포도나무생태어린이집,053-322-6048,"대구광역시 북구 구암로16길 7 104동 104호(태전동, 현대1차아파트)",35.91923,128.649245
대구광역시,수성구,국공립,국공립열린어린이집,053-793-5957,대구광역시 수성구 고산로4길 80 (신매동),35.8315296,128.7047095
대구광역시,수성구,국공립,국공립웰리치어린이집,053-791-5575,대구광역시 수성구 욱수천로 55,35.8394317,128.7165558
대구광역시,수성구,국공립,국공립포레스트어린이집,053-793-7972,대구광역시 수성구 욱수천로2길 22 국공립포레스트어린이집,35.919529999999995,128.64954500000002
대구광역시,수성구,사회복지법인,동산어린이집,053-791-6268,대구광역시 수성구 달구벌대로652길 65-6,35.8366799,128.7122414
대구광역시,수성구,사회복지법인,전원어린이집,053-793-9112,대구광역시 수성구 유니버시아드로68길 16 (욱수동),35.919729999999994,128.64974500000002
대구광역시,수성구,민간,피터팬어린이집,053-795-9155,대구광역시 수성구 달구벌대로650길 37-4,35.8339333,128.7092309
대구광역시,수성구,가정,다사랑어린이집,053-791-3196,"대구광역시 수성구 신매로 91 208동 107호(신매동, 한라아파트)",35.919929999999994,128.649945
대구광역시,수성구,국공립,고산하나어린이집,053-791-8978,대구광역시 수성구  시지로 11 (시지동),35.8377047,128.695703
대구광역시,수성구,국공립,국공립메르디앙어린이집,053-794-5556,대구광역시 수성구 노변로 55,35.8368926,128.7000072
대구광역시,수성구,국공립,국공립수성알파시티어린이집,053-792-0055,대구광역시 수성구 알파시티2로 48,35.8363891,128.6956522
대구광역시,수성구,국공립,국공립아이숲어린이집,053-793-5450,"대구광역시 수성구 노변공원로 34 (시지동, 노변다숲)",35.8381493,128.6989311
대구광역시,수성구,국공립,국공립알파시티청아람어린이집,053-791-0707,"대구광역시 수성구 알파시티2로 96 (노변동, 수성알파시티청아람)",35.8342219,128.6965788
대구광역시,수성구,국공립,국공립예은어린이집,053-793-9027,대구광역시 수성구 천을로 34-9 1층,35.92053,128.65054500000002
대구광역시,수성구,국공립,국공립월드키즈어린이집,053-792-7959,"대구광역시 수성구 천을로 70 (시지동, 시지월드메르디앙)",35.8449342,128.6970512
대구광역시,수성구,사회복지법인,사회복지법인 녹원어린이집,053-793-0306,대구광역시 수성구 천을로8길 17 (시지동),35.8442316,128.6961863
대구광역시,수성구,사회복지법인,사회복지법인고운어린이집,053-791-7575,대구광역시 수성구 노변공원로7길 6-24,35.8363459,128.698395
대구광역시,수성구,사회복지법인,사회복지법인나르샤어린이집,053-781-6006,대구광역시 수성구 달구벌대로569길 22,35.92093,128.650945
대구광역시,수성구,법인.단체등,선화어린이집,053-791-0815,대구광역시 수성구 노변공원로 49-1,35.8363136,128.6981246
대구광역시,수성구,협동,씩씩한어린이집,053-791-6879,대구광역시 수성구 천을로 61-7,35.8449342,128.6970512
대구광역시,수성구,직장,알파시티 공동직장 도담어린이집,053-795-1230,대구광역시 수성구 유니버시아드로 119 대구스마트시티센터 1층,35.921229999999994,128.65124500000002
대구광역시,수성구,국공립,국공립대왕어린이집,053-791-3537,대구광역시 수성구 달구벌대로669길 70 시지태왕리더스6차 107동 1층,35.92133,128.65134500000002
대구광역시,수성구,국공립,국공립사월보성어린이집,053-793-8806,대구광역시 수성구 욱수천로 133,35.8394317,128.7165558
대구광역시,수성구,국공립,국공립시지3차서한이다음어린이집,053-795-3221,대구광역시 수성구 달구벌대로669길 20-20,35.8375716,128.7208375
대구광역시,수성구,국공립,국공립아이위시어린이집,053-793-0101,대구광역시 수성구 달구벌대로669길 20,35.8375716,128.7208375
대구광역시,수성구,국공립,국공립한신킨더리베어린이집,053-795-2772,대구광역시 수성구 달구벌대로669길 50,35.8375716,128.7208375
대구광역시,수성구,사회복지법인,사회복지법인시지어린이집,053-792-7148,대구광역시 수성구 고산로 160-15,35.8357173,128.7041307
대구광역시,수성구,사회복지법인,사회복지법인향뜰어린이집,053-792-2420,대구광역시 수성구 천을로 125 (매호동),35.8449342,128.6970512
대구광역시,수성구,사회복지법인,이안숲어린이집,053-794-2100,대구광역시 수성구 달구벌대로659길 2-8,35.8373622,128.7176255
대구광역시,수성구,민간,동서어린이집,053-791-9314,대구광역시 수성구 천을로 180 매호동1040 매호동서타운110동,35.87213,128.602145
대구광역시,수성구,가정,초록색연필어린이집,053-794-1584,"대구광역시 수성구 달구벌대로645길 15 301동 101호(매호동, 매호동서3차아파트)",35.872229999999995,128.602245
대구광역시,수성구,가정,효원어린이집,053-792-4002,"대구광역시 수성구 욱수천로 133 108동 102호(사월동, 시지2차사월보성타운)",35.87233,128.602345
대구광역시,수성구,국공립,국공립두산어린이집,053-761-9866,대구광역시 수성구 들안로16길 45,35.8376105,128.6177976
대구광역시,수성구,국공립,국공립수성레이크푸르지오어린이집,053-768-6621,대구광역시 수성구 청수로24길 91,35.8376368,128.621167
대구광역시,수성구,국공립,국공립하늘어린이집,053-764-4777,대구광역시 수성구 무학로21안길 8-24,35.8326407,128.6199258
대구광역시,수성구,사회복지법인,모란어린이집,053-782-1600,대구광역시 수성구 지산로3길 115 (두산동),35.8243506,128.6286949
대구광역시,수성구,사회복지법인,사회복지법인 꿈나무 어린이집,053-763-5204,대구광역시 수성구 들안로2안길 27-15 사회복지법인 꿈나무 어린이집 (두산동),35.87282999999999,128.602845
대구광역시,수성구,사회복지법인,화니어린이집,053-766-8532,대구광역시 수성구 동대구로7길 14-14,35.8336203,128.6220845
대구광역시,수성구,가정,이레어린이집,053-292-9628,대구광역시 수성구 동대구로7길 34-13,35.8336203,128.6220845
대구광역시,수성구,국공립,국공립돌체어린이집,053-743-9181,대구광역시 수성구 동원로 135 메트로팔레스 101동 로비층,35.873129999999996,128.603145
대구광역시,수성구,국공립,국공립로떼어린이집,053-759-0807,"대구광역시 수성구 동원로 123 , 206동 (만촌동, 메트로팔레스 2단지내)",35.8689965,128.6397961
대구광역시,수성구,국공립,국공립마더베어어린이집,053-756-7179,대구광역시 수성구 무열로39길 35-1,35.8731765,128.6458141
대구광역시,수성구,국공립,국공립만촌보성어린이집,053-751-1811,"대구광역시 수성구 공경로 70 , 202동 (만촌동, 만촌보성타운내)",35.8714757,128.6442976
대구광역시,수성구,사회복지법인,보명어린이집,053-745-5602,대구광역시 수성구 무열로39길 16-14,35.8731765,128.6458141
대구광역시,수성구,민간,리틀아일랜드어린이집,053-745-6179,"대구광역시 수성구 동원로 100 501동 5호(만촌동, 메트로팔레스5차아파트)",35.87363,128.603645
대구광역시,수성구,민간,메트로팔레스어린이집,053-754-5988,"대구광역시 수성구 동원로 110 303동 로비층(만촌동, 메트로팔레스)",35.873729999999995,128.603745
대구광역시,수성구,민간,수성애플트리어린이집,053-745-0418,대구광역시 수성구 화랑로2길 122 (만촌동),35.8682109,128.6347541
대구광역시,수성구,직장,무열대어린이집,053-753-1279,대구광역시 수성구 국채보상로 1019 수성데시앙아파트 103동 103호,35.873929999999994,128.603945
대구광역시,수성구,국공립,국공립별나라어린이집,053-742-7872,대구광역시 수성구 국채보상로216길 105 (만촌동),35.8666207,128.6484713
대구광역시,수성구,국공립,국공립힐스테이트만촌역어린이집,053-241-7100,대구광역시 수성구 달구벌대로 2567,35.8526253,128.6622598
대구광역시,수성구,사회복지법인,만촌어린이집,053-745-6262,대구광역시 수성구 만촌로14길 11-2,35.8656952,128.6442656
대구광역시,수성구,가정,다인어린이집,053-756-1888,대구광역시 수성구 충의로 62 (만촌동),35.8616616,128.6476379
대구광역시,수성구,가정,별그린어린이집,053-744-2673,대구광역시 수성구 세진로 75,35.8636623,128.6433701
대구광역시,수성구,국공립,국공립만촌3차파크드림어린이집,053-746-1125,대구광역시 수성구 교학로 13 (만촌3동),35.8532232,128.6529693
대구광역시,수성구,국공립,국공립만촌삼정에듀파크어린이집,053-742-3535,대구광역시 수성구 교학로 65 (만촌삼정그린코아에듀파크),35.8484651,128.6522306
대구광역시,수성구,국공립,국공립만촌자이르네어린이집,053-755-5312,대구광역시 수성구 교학로19길 19 국공립만촌자이르네어린이집,35.87473,128.604745
대구광역시,수성구,사회복지법인,뉴대구어린이집,053-752-4024,대구광역시 수성구 교학로 54-1 (만촌동),35.8473195,128.649661
대구광역시,수성구,민간,수성대학교부설 리오바어린이집,053-749-7312,대구광역시 수성구 달구벌대로528길 15 수성대학교 부설 리오바어린이집,35.87493,128.60494500000001
대구광역시,수성구,민간,예알어린이집,053-756-9318,대구광역시 수성구 청호로94길 57 (만촌동),35.8570878,128.6454384
대구광역시,수성구,민간,사랑어린이집,053-781-8031,대구광역시 수성구 용학로 336 범물1단지 (범물동),35.87513,128.60514500000002
대구광역시,수성구,가정,예현어린이집,053-783-5312,"대구광역시 수성구 용학로 316 103동 107호(범물동, 범물영남1단지아파트)",35.875229999999995,128.60524500000002
대구광역시,수성구,국공립,국공립수성하늘채르레브어린이집,053-753-0011,대구광역시 수성구 지범로48길 21,35.8157353,128.6439129
대구광역시,수성구,국공립,국공립피노키오어린이집,053-783-3377,대구광역시 수성구 지범로46길 33-4,35.815796,128.643124
대구광역시,수성구,가정,아이꿈어린이집,053-782-0443,"대구광역시 수성구 용학로 272 102동 107호(범물동, 한라아파트)",35.87553,128.605545
대구광역시,수성구,국공립,국공립범어에일린의뜰어린이집,053-762-0050,대구광역시 수성구 청솔로14길 15,35.8522249,128.6228473
대구광역시,수성구,국공립,국공립수성범어W어린이집,053-721-6296,대구광역시 수성구 달구벌대로 2436,35.8581709,128.6291602
대구광역시,수성구,국공립,범어어린이집,053-755-7743,대구광역시 수성구 범어천로 97 범어어린이집 (범어동),35.87582999999999,128.60584500000002
대구광역시,수성구,민간,범어아이파크어린이집,053-721-7425,대구광역시 수성구 동대구로 230 104동 1층,35.87593,128.60594500000002
대구광역시,수성구,국공립,국공립범어숲어린이집,053-741-5079,대구광역시 수성구 동대구로 376 1층,35.87603,128.60604500000002
대구광역시,수성구,국공립,국공립키즈하버드어린이집,053-745-7941,대구광역시 수성구 세진로3길 41-4,35.8633356,128.6377789
대구광역시,수성구,사회복지법인,계성어린이집,053-755-2573,대구광역시 수성구 범어로 157 (범어동),35.8518865,128.6362274
대구광역시,수성구,가정,미소어린이집,053-742-2467,대구광역시 수성구 범어로32길 26 (범어동),35.8647051,128.6360703
대구광역시,수성구,직장,대구검찰어린이집,053-759-9780,대구광역시 수성구 국채보상로186길 111,35.8636679,128.6341842
대구광역시,수성구,직장,대구법원어린이집,053-742-1401,대구광역시 수성구 세진로 26 (범어동),35.8646372,128.6458191
대구광역시,수성구,직장,수성구청직장어린이집,053-751-8348,대구광역시 수성구 달구벌대로495길 26-13,35.8616823,128.6344931
대구광역시,수성구,국공립,국공립범어센트럴푸르지오어린이집,053-753-0800,대구광역시 수성구 상록로 15,35.8607352,128.6233243
대구광역시,수성구,국공립,국공립월드숲어린이집,053-754-9740,대구광역시 수성구 범어천로 200,35.8606196,128.620662
대구광역시,수성구,법인.단체등,청운어린이집,053-754-2839,대구광역시 수성구 들안로 396-22 (범어동),35.8651014,128.6184961
대구광역시,수성구,민간,다빈치어린이집,053-744-0881,대구광역시 수성구 상록로 53 (범어동),35.8632737,128.623931
대구광역시,수성구,민간,범어e편한어린이집,053-751-0790,대구광역시 수성구 들안로78길 45 110동 1층,35.877129999999994,128.607145
대구광역시,수성구,민간,킨더리베어린이집,053-756-2553,대구광역시 수성구 동대구로77길 34-27,35.8643725,128.6253322
대구광역시,수성구,민간,힐스테이트범어센트럴어린이집,053-710-1315,대구광역시 수성구 상록로 80 103동 1호,35.87732999999999,128.607345
대구광역시,수성구,국공립,국공립힐스테이트범어어린이집,053-755-0125,대구광역시 수성구 범어로18길 22,35.8567989,128.6359666
대구광역시,수성구,사회복지법인,덕일어린이집,053-743-0540,대구광역시 수성구 청호로92길 26 (범어동),35.8562486,128.6441286
대구광역시,수성구,법인.단체등,청수어린이집,053-753-2561,대구광역시 수성구 달구벌대로504길 20 청수어린이집,35.877629999999996,128.60764500000002
대구광역시,수성구,국공립,국공립상화어린이집,053-763-5885,"대구광역시 수성구 수성로 71 (상동, 수성동일하이빌레이크시티)",35.8443048,128.6131013
대구광역시,수성구,사회복지법인,사회복지법인 상동어린이집,053-762-4747,대구광역시 수성구 수성로32길 139 (상동),35.8355776,128.6141566
대구광역시,수성구,민간,정화우방어린이집,053-768-6262,"대구광역시 수성구 수성로 135 102동(상동, 정화우방팔레스)",35.87793,128.607945
대구광역시,수성구,국공립,국공립장미어린이집,053-761-7765,대구광역시 수성구 수성동1가 수성로57길 62,35.8517247,128.6106019
대구광역시,수성구,사회복지법인,수성어린이집,053-763-0425,대구광역시 수성구 명덕로76길 80-1,35.8517951,128.6116824
대구광역시,수성구,민간,금강어린이집,053-752-5959,대구광역시 수성구 수성로75길 24 (수성동1가),35.8569701,128.613042
대구광역시,수성구,민간,캐슬아이어린이집,053-743-7477,대구광역시 수성구 수성동1가 수성로69길 65 204동 1층,35.87833,128.608345
대구광역시,수성구,국공립,국공립밤비니어린이집,053-741-5563,대구광역시 수성구 수성동3가 들안로64길 61,35.858701,128.6194719
대구광역시,수성구,국공립,국공립캐슬수성어린이집,053-744-2004,대구광역시 수성구 명덕로 455 202동,35.87853,128.60854500000002
대구광역시,수성구,국공립,국공립수성보성어린이집,053-743-1090,대구광역시 수성구 수성로 412 (수성동4가),35.8330593,128.6114359
대구광역시,수성구,민간,수성데시앙어린이집,053-241-0709,대구광역시 수성구 수성동4가 들안로 360 102동 1층,35.87873,128.608745
대구광역시,수성구,민간,이편한어린이집,053-745-6663,"대구광역시 수성구 수성동4가 들안로73길 50-7 108동(수성동4가,수성대림e-편한세상)",35.878829999999994,128.608845
대구광역시,수성구,가정,행복한영희어린이집,053-741-6702,"대구광역시 수성구 수성로 412 101동 101호(수성동4가, 수성보성타운)",35.87893,128.608945
대구광역시,수성구,직장,iM뱅크아이꿈터어린이집,053-742-5206,대구광역시 수성구 달구벌대로 2271-5,35.8391996,128.7092202
대구광역시,수성구,국공립,국공립꼬마숲어린이집,053-767-6112,대구광역시 수성구 들안로29길 42 (중동),35.844209,128.6147184
대구광역시,수성구,국공립,국공립수성골드클래스더센텀어린이집,053-751-4296,대구광역시 수성구 수성로 185,35.8462474,128.61217
대구광역시,수성구,국공립,국공립수성푸르지오리버센트어린이집,053-766-2004,대구광역시 수성구 수성로35길 50,35.8416346,128.6104661
대구광역시,수성구,국공립,국공립수성효성해링턴어린이집,053-767-0079,대구광역시 수성구 희망로24길 24,35.8461185,128.6115264
대구광역시,수성구,사회복지법인,윤정어린이집,053-767-2113,대구광역시 수성구 희망로 93 윤정어린이집,35.879529999999995,128.60954500000003
대구광역시,수성구,사회복지법인,중동어린이집,053-767-8555,대구광역시 수성구 희망로 121 중동어린이집 (중동),35.8472668,128.6118505
