암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y),설립구분코드,설립구분코드명,일반입원실상급병상수,일반입원실일반병상수,성인중환자병상수,소아중환자병상수,신생아중환자병상수,분만실병상수,수술실병상수,응급실병상수,물리치료실병상수,정신과폐쇄상급병상수,정신과폐쇄일반병상수,정신과개방상급병상수,정신과개방일반병상수,격리병실병상수,무균치료실병상수
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQxMyQzNjEwMDIjNjEjJDEjJDgjJDgz,앞산에서소아청소년과의원,31,의원,230000,대구,230001,대구남구,봉덕동,42510,"대구광역시 남구 신촌길 57, 앞산비스타동원 상가 402동 2층 205호 (봉덕동)",053-471-7575,,2021-04-30 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.6022876,35.8393923,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQzNjE0ODEjNjEjJDEjJDgjJDgz,앞산요양병원,28,요양병원,230000,대구,230001,대구남구,대명동,42420,"대구광역시 남구 대명로 237, (대명동)",053-219-7000,,2012-05-25 00:00:00,3,0,0,0,2,0,0,0,0,0,0,0,1,0,128.5826088,35.8418525,12,개인,0,171,0,0,0,0,0,0,6,0,0,0,0,12,0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQxIyQxIyQ5MiQzNjEyMjIjNTEjJDEjJDYjJDgz,앞선치과의원,51,치과의원,230000,대구,230100,대구달성군,화원읍,42962,"대구광역시 달성군 화원읍 비슬로 2572, (화원읍)",053-631-7575,,2006-06-14 00:00:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,128.4980884,35.8032136,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ4OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,애락의원,31,의원,230000,대구,230004,대구서구,내당동,41867,"대구광역시 서구 통학로 54, (내당동)",053-564-0701,,1995-06-29 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5641445,35.8651693,09,재단법인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,애플마취통증의학과의원,31,의원,230000,대구,230005,대구수성구,범어동,42117,"대구광역시 수성구 동대구로 311, 3층 (범어동, 범어애플타워)",053-741-3002,http://backpain.or.kr/,2017-09-29 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.6252464,35.8581272,12,개인,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQyIyQ1IyQwMCQyNjEyMjIjNjEjJDEjJDQjJDgz,애플비뇨기과의원,31,의원,230000,대구,230005,대구수성구,범어동,42117,"대구광역시 수성구 동대구로 311, 5층 (범어동, 범어 애플타워)",053-755-0888,,2010-04-05 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.6252464,35.8581272,12,개인,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQyIyQ3IyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz,애플산부인과의원,31,의원,230000,대구,230006,대구중구,사일동,41937,"대구광역시 중구 동성로 25, 3층 (사일동)",053-428-8898,,2016-01-01 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5951059,35.8693444,12,개인,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ4OSQzNjEyMjIjODEjJDEjJDIjJDgz,애플유의원,31,의원,230000,대구,230005,대구수성구,범어동,42117,"대구광역시 수성구 동대구로 311, 범어 애플타워 8층 (범어동)",053-741-8288,,2025-02-19 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.6252372,35.8581242,12,개인,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQwMyQyNjE0ODEjNDEjJDEjJDgjJDgz,애플이비인후과의원,31,의원,230000,대구,230005,대구수성구,황금동,42113,"대구광역시 수성구 청수로 235, 캐슬골드파크종합상가동동 204-3호 (황금동, 캐슬골드파크 2단지)",053-761-2600,,2018-02-21 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.6340169,35.8418807,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQ0NjEwMDIjODEjJDEjJDIjJDgz,애플치과의원,51,치과의원,230000,대구,230003,대구북구,태전동,41471,"대구광역시 북구 학정로 50, 2층 (태전동)",053-312-2804,,2011-07-12 00:00:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,128.548063,35.9132342,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQ5IyQ3MiQyNjEyMjIjNjEjJDEjJDgjJDgz,애플치과의원,51,치과의원,230000,대구,230002,대구동구,봉무동,41026,"대구광역시 동구 팔공로51길 33, 4층 (봉무동)",053-983-2275,,2016-12-30 00:00:00,1,0,0,0,0,0,0,0,1,0,0,0,0,0,128.6371648,35.9229008,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ2MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,애플피부과의원,31,의원,230000,대구,230005,대구수성구,범어동,42117,"대구광역시 수성구 동대구로 311, 범어 애플타워 12,14층 (범어동)",053-761-8888,,2014-05-30 00:00:00,6,0,0,0,6,0,0,0,0,0,0,0,0,0,128.6252464,35.8581272,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,앤드요양병원,28,요양병원,230000,대구,230001,대구남구,대명동,42410,"대구광역시 남구 중앙대로 227, 주1(지하1~5)층 ,주2(지하1~3)층호 (대명동)",053-476-0000,,2017-10-31 00:00:00,4,1,0,0,2,0,0,0,0,1,0,0,0,0,128.5900107,35.8538173,12,개인,9,166,0,0,0,0,0,0,4,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQ2MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,약산한의원,93,한의원,230000,대구,230005,대구수성구,수성동1가,42131,"대구광역시 수성구 명덕로 396, (수성동1가)",053-763-8827,,2005-08-25 00:00:00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,128.6131026,35.85431,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzMxIyQxIyQ3IyQ4OSQzNjE4MzIjNjEjJDEjJDAjJDgz,약손한의원,93,한의원,230000,대구,230001,대구남구,대명동,42464,"대구광역시 남구 현충로 143, (대명동)",053-624-1231,,1992-04-06 00:00:00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,128.579785,35.8459745,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ3MiQyNjEyMjIjNDEjJDEjJDgjJDgz,약수한의원,93,한의원,230000,대구,230007,대구달서구,장기동,42686,"대구광역시 달서구 한들로 21, 1층 (장기동)",053-567-0412,http://www.ssuh.co.kr/,2021-08-17 00:00:00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,128.5282679,35.8481344,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzExIyQxIyQzIyQwMyQzNjE0ODEjODEjJDEjJDIjJDgz,약전골목홍익한의원,93,한의원,230000,대구,230006,대구중구,남성로,41933,"대구광역시 중구 남성로 10, (남성로)",053-253-5005,,1998-03-06 00:00:00,2,0,0,0,0,0,0,0,0,1,0,0,1,0,128.5880147,35.8687375,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQ4OSQ0NjE0ODEjNjEjJDEjJDAjJDgz,약초사랑성산한의원,93,한의원,230000,대구,230007,대구달서구,감삼동,42653,"대구광역시 달서구 당산로 89, (감삼동,(1층))",053-593-8275,,2005-05-24 00:00:00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,128.544288,35.8453709,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQ5IyQxMyQzNjE0ODEjNDEjJDEjJDgjJDgz,양생한의원,93,한의원,230000,대구,230007,대구달서구,장기동,42686,"대구광역시 달서구 한들로 15, 5층 (장기동)",053-566-7585,,2015-12-01 00:00:00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,128.528857,35.8481073,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ4MiQyNjE4MzIjNzEjJDEjJDgjJDgz,양외과의원,31,의원,230000,대구,230100,대구달성군,현풍읍,43003,"대구광역시 달성군 현풍면 비슬로122길 27, (현풍읍)",053-614-2542,,1986-06-14 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.4451485,35.6935542,12,개인,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzMxIyQxIyQzIyQ5OSQyNjE0ODEjNTEjJDEjJDYjJDgz,양정치과의원,51,치과의원,230000,대구,230007,대구달서구,송현동,42741,"대구광역시 달서구 월배로 393, (송현동)",053-626-7525,,1987-11-06 00:00:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,128.5503485,35.8298268,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNDEjJDEjJDQjJDgz,어깻바람한의원,93,한의원,230000,대구,230007,대구달서구,성당동,42669,"대구광역시 달서구 성당로 191, (성당동)",053-626-7896,,2002-04-29 00:00:00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,128.571662,35.8502097,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQ5IyQ5MiQyNjE0ODEjNjEjJDEjJDAjJDgz,어스치과의원,51,치과의원,230000,대구,230005,대구수성구,범어동,42012,"대구광역시 수성구 국채보상로 856, 3층 (범어동)",053-756-8275,,2017-03-09 00:00:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,128.6242148,35.8669358,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQxIyQ1IyQxMyQzNjE0ODEjODEjJDEjJDIjJDgz,어울림치과의원,51,치과의원,230000,대구,230005,대구수성구,범물동,42209,"대구광역시 수성구 지범로 192, 2층 (범물동)",053-781-7778,,2019-09-18 00:00:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,128.6400093,35.8205222,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzQxIyQxIyQ3IyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz,어울림한의원,93,한의원,230000,대구,230005,대구수성구,시지동,42251,"대구광역시 수성구 알파시티2로 29, 범영빌딩 3층 (시지동)",053-793-1075,,2018-12-12 00:00:00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,128.6923137,35.8401289,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,어진치과의원,51,치과의원,230000,대구,230005,대구수성구,범어동,42098,"대구광역시 수성구 동대구로58길 15, 2층 (범어동)",053-761-2804,,1994-02-23 00:00:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,128.6267235,35.8562871,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQxIyQ5MiQyNjE0ODEjNjEjJDEjJDgjJDgz,억산한의원,93,한의원,230000,대구,230100,대구달성군,다사읍,42914,"대구광역시 달성군 다사읍 달구벌대로 873, (다사읍)",053-585-3399,,2011-10-25 00:00:00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,128.465064,35.8583624,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQ3MiQyNjEwMDIjNjEjJDEjJDgjJDgz,엄마한의원,93,한의원,230000,대구,230002,대구동구,율하동,41151,"대구광역시 동구 안심로 58, 205호 (율하동, 메디빌)",053-965-8250,,2014-06-26 00:00:00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,128.6918945,35.8698515,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzQxIyQxIyQ3IyQ5OSQyNjE0ODEjNDEjJDEjJDgjJDgz,에녹치과의원,51,치과의원,230000,대구,230007,대구달서구,감삼동,42689,"대구광역시 달서구 와룡로 139, (감삼동)",053-525-2875,,2003-05-13 00:00:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,128.5366992,35.8451473,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQxIyQ3IyQwMyQzNjE4MzIjNDEjJDEjJDQjJDgz,에녹치과의원,51,치과의원,230000,대구,230005,대구수성구,수성동3가,42119,"대구광역시 수성구 명덕로 455, 213호 (수성동3가,롯데캐슬상가2층)",053-746-2879,,2010-03-24 00:00:00,1,0,0,0,0,0,0,0,1,0,0,0,0,0,128.619947,35.8562366,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ3OSQyNjE0ODEjNDEjJDEjJDgjJDgz,에디트의원,31,의원,230000,대구,230005,대구수성구,범어동,42085,"대구광역시 수성구 달구벌대로 2442, 7층 702호 (범어동)",053-710-1770,,2025-01-15 00:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,128.6296014,35.8584149,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ4MiQyNjE4MzIjODEjJDEjJDYjJDgz,에스(S)사랑마취통증의학과의원,31,의원,230000,대구,230007,대구달서구,이곡동,42620,"대구광역시 달서구 이곡공원로 24, 2층 (이곡동)",053-585-3007,,2018-10-17 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5099748,35.8549596,12,개인,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQ5IyQwMCQyNjEyMjIjNzEjJDEjJDgjJDgz,에스병원,21,병원,230000,대구,230007,대구달서구,본리동,42694,"대구광역시 달서구 와룡로 57, (본리동)",053-524-6601,,2006-08-01 00:00:00,2,0,0,0,2,0,0,0,0,0,0,0,0,0,128.5364255,35.8378831,12,개인,5,33,0,0,0,0,1,0,7,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz,에스본정형외과의원,31,의원,230000,대구,230003,대구북구,복현동,41524,"대구광역시 북구 공항로 3, 지하1, 1층 (복현동)",053-381-1122,,2024-03-07 00:00:00,2,0,0,0,2,0,0,0,0,0,0,0,0,0,128.6156643,35.8981118,12,개인,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz,에스비뇨기과의원,31,의원,230000,대구,230003,대구북구,구암동,41424,"대구광역시 북구 학정로 416, 203호 (구암동)",053-325-0075,,2005-08-08 00:00:00,2,0,0,0,2,0,0,0,0,0,0,0,0,0,128.5638122,35.9417764,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQwMyQzNjEwMDIjODEjJDEjJDIjJDgz,에스삼성성형외과의원,31,의원,230000,대구,230006,대구중구,덕산동,41943,"대구광역시 중구 달구벌대로 2109-2, 덕산동 근린생활시설 1층 (덕산동)",053-427-0008,http://www.ssamsung.com/,2001-11-19 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5944265,35.8657298,12,개인,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ3MiQyNjEwMDIjNzEjJDEjJDgjJDgz,에스신경외과의원,31,의원,230000,대구,230005,대구수성구,지산동,42176,"대구광역시 수성구 동대구로 86, 2,3층 (지산동)",053-764-1192,,2017-12-06 00:00:00,4,0,0,0,4,0,0,0,0,0,0,0,0,0,128.6246499,35.8378001,12,개인,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ5OSQyNjEwMDIjNjEjJDEjJDgjJDgz,에스앤에스의원,31,의원,230000,대구,230004,대구서구,내당동,41856,"대구광역시 서구 달구벌대로 1691, 3층 303호 (내당동)",053-631-3939,,2023-06-29 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5507114,35.8557204,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,에스앤유서울비뇨의학과의원,31,의원,230000,대구,230005,대구수성구,범어동,42028,"대구광역시 수성구 달구벌대로 2421, 7층 (범어동)",053-710-1752,,2022-05-12 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.6276112,35.8594912,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ4OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,에스엠신경외과의원,31,의원,230000,대구,230001,대구남구,대명동,42449,"대구광역시 남구 대명로 290-1, 3층 (대명동)",053-622-7800,,2024-06-14 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.588224,35.8438211,12,개인,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ5MiQzNjEwMDIjNjEjJDEjJDAjJDgz,에스엠영상의학과의원,31,의원,230000,대구,230006,대구중구,삼덕동2가,41940,"대구광역시 중구 공평로 16, 3층,5~13층 (삼덕동2가)",053-420-1100,,2003-01-11 00:00:00,18,1,0,0,17,0,0,0,0,0,0,0,0,0,128.6001593,35.8653477,12,개인,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ4MiQzNjE4MzIjNDEjJDEjJDgjJDgz,에스엠정신건강의학과의원,31,의원,230000,대구,230100,대구달성군,유가읍,43018,"대구광역시 달성군 유가읍 테크노상업로 120, 테크노폴리스 M스퀘어+ 402호",053-611-0800,,2018-10-04 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.4628865,35.6930595,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ2MiQzNjE0ODEjNTEjJDEjJDYjJDgz,에스와이엔도내과의원,31,의원,230000,대구,230005,대구수성구,범어동,42087,"대구광역시 수성구 달구벌대로 2492, 2층 (범어동)",053-753-7555,,2025-04-01 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.6351853,35.8584778,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ3MiQzNjE4MzIjNjEjJDEjJDQjJDgz,에스원성형외과의원,31,의원,230000,대구,230004,대구서구,내당동,41856,"대구광역시 서구 달구벌대로 1691, 3층 302호 (내당동, 엠프라자)",053-526-0900,,2012-10-31 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5507114,35.8557204,12,개인,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ4OSQzNjEwMDIjNjEjJDEjJDgjJDgz,에스장내과의원,31,의원,230000,대구,230100,대구달성군,다사읍,42918,"대구광역시 달성군 다사읍 대실역남로 2, 3층 (죽곡메가타운동)",053-586-7119,http://s-jang.co.kr/,2012-04-24 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.4649564,35.8571161,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQxMyQzNjEyMjIjNjEjJDEjJDgjJDgz,에스제통마취통증의학과의원,31,의원,230000,대구,230005,대구수성구,지산동,42177,"대구광역시 수성구 청수로 198, 4층 (지산동, 경동빌딩)",053-766-7578,,2015-06-02 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.6296737,35.8388923,12,개인,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ4OSQyNjEwMDIjODEjJDEjJDIjJDgz,에스척정형외과의원,31,의원,230000,대구,230004,대구서구,비산동,41715,"대구광역시 서구 팔달로 152, 3층 301~302호 (비산동)",053-262-8700,,2022-08-25 00:00:00,2,0,0,0,2,0,0,0,0,0,0,0,0,0,128.5666367,35.8887627,12,개인,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ3MiQyNjEyMjIjNDEjJDEjJDgjJDgz,에스척정형외과의원,31,의원,230000,대구,230007,대구달서구,진천동,42760,"대구광역시 달서구 월배로 63, 2층 (진천동)",053-213-5005,,2023-11-03 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5213685,35.8138844,12,개인,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz,에스치과의원,51,치과의원,230000,대구,230002,대구동구,신서동,41087,"대구광역시 동구 안심로 366, 3층 (신서동)",053-964-0275,,2007-02-22 00:00:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,128.7243485,35.8677351,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzMxIyQxIyQ3IyQ5OSQyNjE0ODEjNDEjJDEjJDgjJDgz,에스프라임치과의원,51,치과의원,230000,대구,230007,대구달서구,대곡동,42765,"대구광역시 달서구 비슬로 2720, 3층 (대곡동)",053-637-4000,,2013-11-22 00:00:00,1,0,0,0,0,0,0,0,1,0,0,0,0,0,128.512761,35.8092949,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzUxIyQyIyQxIyQwMCQzNjE4MzIjODEjJDEjJDIjJDgz,에스프라임치과의원 광장점,51,치과의원,230000,대구,230007,대구달서구,두류동,42645,"대구광역시 달서구 달구벌대로 1706, 6층 (두류동)",053-651-7528,,2005-02-04 00:00:00,1,0,0,0,0,0,0,0,1,0,0,0,0,0,128.5523342,35.8555137,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,에스피부과의원,31,의원,230000,대구,230007,대구달서구,이곡동,42620,"대구광역시 달서구 성서로 420, 405,406호 (이곡동)",053-584-7582,http://www.skinfamily.com,2004-06-25 00:00:00,2,0,0,0,2,0,0,0,0,0,0,0,0,0,128.5077822,35.8550089,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ5OSQzNjEyMjIjODEjJDEjJDIjJDgz,에이마취통증의학과의원,31,의원,230000,대구,230005,대구수성구,범어동,42019,"대구광역시 수성구 달구벌대로 2401, 2층 (범어동)",053-763-1230,,2004-04-16 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.6252844,35.8597503,12,개인,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQxIyQ1IyQ5MiQzNjE0ODEjNTEjJDEjJDYjJDgz,에이본치과의원,51,치과의원,230000,대구,230007,대구달서구,본리동,42675,"대구광역시 달서구 당산로 39, 202호 (본리동, 레미안e편한세상상가)",053-524-2875,,2008-08-25 00:00:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,128.5444522,35.8409506,12,개인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
